seed_idx,generation,bsf
205,33,1.8370118141174316
205,34,1.8370118141174316
205,35,1.8370118141174316
205,36,1.8370118141174316
205,37,1.8370118141174316
205,38,1.8370118141174316
205,39,1.8370118141174316
205,40,1.8370118141174316
205,41,1.8370118141174316
205,42,1.8370118141174316
205,43,1.8370118141174316
205,44,1.8370118141174316
205,45,1.8370118141174316
205,46,1.8370118141174316
205,47,1.8370118141174316
205,48,1.8370118141174316
205,49,1.791900873184204
212,0,1.2479819059371948
212,1,0.9447963237762451
212,2,0.9447963237762451
212,3,0.9057080745697021
212,4,0.7309460639953613
212,5,0.7309460639953613
212,6,0.7309460639953613
212,7,0.7309460639953613
212,8,0.7309460639953613
212,9,0.7309460639953613
212,10,0.7228031158447266
212,11,0.7228031158447266
212,12,0.6521148681640625
212,13,0.6521148681640625
212,14,0.6501975059509277
212,15,0.6501975059509277
212,16,0.6501975059509277
212,17,0.6501975059509277
212,18,0.6501975059509277
212,19,0.6501975059509277
212,20,0.6233980655670166
212,21,0.6233980655670166
212,22,0.6233980655670166
212,23,0.6233980655670166
212,24,0.6233980655670166
212,25,0.6233980655670166
212,26,0.6233980655670166
212,27,0.6233980655670166
212,28,0.6233980655670166
212,29,0.6233980655670166
212,30,0.6233980655670166
212,31,0.6233980655670166
212,32,0.6233980655670166
212,33,0.6233980655670166
212,34,0.6233980655670166
212,35,0.6233980655670166
212,36,0.6233980655670166
212,37,0.6233980655670166
212,38,0.5199236869812012
212,39,0.5199236869812012
212,40,0.5199236869812012
212,41,0.5199236869812012
212,42,0.5199236869812012
212,43,0.5199236869812012
212,44,0.5199236869812012
212,45,0.5199236869812012
212,46,0.5199236869812012
212,47,0.3563251495361328
212,48,0.3563251495361328
212,49,0.3563251495361328
240,0,3.114429235458374
240,1,3.114429235458374
240,2,3.114429235458374
240,3,2.9061625003814697
240,4,2.7576520442962646
240,5,2.508661985397339
240,6,2.508661985397339
240,7,2.508661985397339
240,8,2.508661985397339
240,9,2.508661985397339
240,10,2.508661985397339
240,11,2.508661985397339
240,12,2.508661985397339
240,13,2.508661985397339
240,14,2.467355728149414
240,15,2.213167905807495
240,16,2.213167905807495
240,17,2.213167905807495
240,18,2.213167905807495
240,19,2.213167905807495
240,20,2.213167905807495
240,21,2.213167905807495
240,22,2.213167905807495
240,23,2.213167905807495
240,24,2.213167905807495
240,25,2.213167905807495
240,26,2.213167905807495
240,27,2.213167905807495
240,28,2.213167905807495
240,29,2.213167905807495
240,30,2.213167905807495
240,31,2.213167905807495
240,32,2.213167905807495
240,33,2.213167905807495
240,34,2.213167905807495
240,35,2.213167905807495
240,36,2.213167905807495
240,37,2.213167905807495
240,38,2.213167905807495
240,39,2.213167905807495
240,40,2.213167905807495
240,41,2.213167905807495
240,42,2.213167905807495
240,43,2.213167905807495
240,44,2.213167905807495
240,45,2.213167905807495
240,46,2.213167905807495
240,47,2.101504325866699
240,48,2.101504325866699
240,49,2.101504325866699
242,0,2.6781327724456787
242,1,2.6781327724456787
242,2,2.6781327724456787
242,3,2.037137508392334
242,4,2.037137508392334
242,5,1.9965600967407227
242,6,1.9965600967407227
242,7,1.9965600967407227
242,8,1.9965600967407227
242,9,1.9965600967407227
242,10,1.9965600967407227
242,11,1.9965600967407227
242,12,1.9965600967407227
242,13,1.9965600967407227
242,14,1.9965600967407227
242,15,1.9965600967407227
242,16,1.9909319877624512
242,17,1.9909319877624512
242,18,1.9909319877624512
242,19,1.9518283605575562
242,20,1.9518283605575562
242,21,1.9518283605575562
242,22,1.9518283605575562
242,23,1.9518283605575562
242,24,1.9518283605575562
242,25,1.9518283605575562
242,26,1.9518283605575562
242,27,1.9518283605575562
242,28,1.9518283605575562
242,29,1.9518283605575562
242,30,1.9518283605575562
242,31,1.9518283605575562
242,32,1.9518283605575562
242,33,1.9518283605575562
242,34,1.9518283605575562
242,35,1.9518283605575562
