sut,cell,arm,rep,gen,cum_own_hv
qwen,28,raw,2,1,0.9993774921328457
qwen,28,raw,2,2,0.9993677742488392
qwen,28,raw,2,3,0.9998507172137767
qwen,28,raw,2,4,0.9998602947673282
qwen,28,raw,2,5,0.9998602947673282
qwen,28,raw,2,6,0.9998941645249948
qwen,28,raw,2,7,0.9998941645249948
qwen,28,raw,2,8,0.9998941645249948
qwen,28,raw,2,9,0.9998941645249948
qwen,28,raw,2,10,0.9998941645249948
qwen,28,raw,2,11,0.9998941645249948
qwen,28,raw,2,12,0.9998941645249948
qwen,28,raw,2,13,0.9998941645249948
qwen,28,raw,2,14,0.9998941645249948
qwen,28,raw,2,15,0.9998941645249948
qwen,28,raw,2,16,0.9998928782818196
qwen,28,raw,2,17,0.999904818184025
qwen,28,raw,2,18,0.999904818184025
qwen,28,raw,2,19,0.999904818184025
qwen,28,raw,2,20,0.999904818184025
qwen,28,raw,2,21,0.999904818184025
qwen,28,raw,2,22,0.999904818184025
qwen,28,raw,2,23,0.999904818184025
qwen,28,raw,2,24,0.999904818184025
qwen,28,raw,2,25,0.999904818184025
qwen,28,raw,2,26,0.999904818184025
qwen,28,raw,2,27,0.999904818184025
qwen,28,raw,2,28,0.999904818184025
qwen,28,raw,2,29,0.999904818184025
qwen,28,raw,2,30,0.999904818184025
qwen,28,raw,2,31,0.999904818184025
qwen,28,raw,2,32,0.999904818184025
qwen,28,raw,2,33,0.999904818184025
qwen,28,raw,2,34,0.999904818184025
qwen,28,raw,2,35,0.999904818184025
qwen,28,raw,2,36,0.999904818184025
qwen,28,raw,2,37,0.999904818184025
qwen,28,raw,2,38,0.999904818184025
qwen,28,raw,2,39,0.999904818184025
qwen,28,raw,2,40,0.999904818184025
qwen,28,raw,2,41,0.999904818184025
qwen,28,raw,2,42,0.999904818184025
qwen,28,raw,2,43,0.999904818184025
qwen,28,raw,2,44,0.999904818184025
qwen,28,raw,2,45,0.999904818184025
qwen,28,raw,2,46,0.999904818184025
qwen,28,raw,2,47,0.999904818184025
qwen,28,raw,2,48,0.999904818184025
qwen,28,raw,2,49,0.999904818184025
qwen,96,raw,2,0,0.893295734767386
qwen,96,raw,2,1,0.893295734767386
qwen,96,raw,2,2,0.9072506030400594
qwen,96,raw,2,3,0.9072506030400594
qwen,96,raw,2,4,0.9072506030400594
qwen,96,raw,2,5,0.9100764908181191
qwen,96,raw,2,6,0.9162167153653733
qwen,96,raw,2,7,0.9533202509949172
qwen,96,raw,2,8,0.9533202509949172
qwen,96,raw,2,9,0.9976880011665333
qwen,96,raw,2,10,0.9976880011665333
qwen,96,raw,2,11,0.9976880011665333
qwen,96,raw,2,12,0.9976880011665333
qwen,96,raw,2,13,0.9976880011665333
qwen,96,raw,2,14,0.9976880011665333
qwen,96,raw,2,15,0.9976880011665333
qwen,96,raw,2,16,0.9984941479402726
qwen,96,raw,2,17,0.9984941479402726
qwen,96,raw,2,18,0.9988483448116519
qwen,96,raw,2,19,0.9988483448116519
qwen,96,raw,2,20,0.9988483448116519
qwen,96,raw,2,21,0.9988483448116519
qwen,96,raw,2,22,0.9993310315492754
qwen,96,raw,2,23,0.9993310315492754
qwen,96,raw,2,24,0.9993310315492754
qwen,96,raw,2,25,0.9993310315492754
qwen,96,raw,2,26,0.9993310315492754
qwen,96,raw,2,27,0.9993310315492754
qwen,96,raw,2,28,0.9993310315492754
qwen,96,raw,2,29,0.9993310315492754
qwen,96,raw,2,30,0.9993310315492754
qwen,96,raw,2,31,0.9993310315492754
qwen,96,raw,2,32,0.9994313219005098
qwen,96,raw,2,33,0.9994313219005098
qwen,96,raw,2,34,0.9994313219005098
qwen,96,raw,2,35,0.9995077784039443
qwen,96,raw,2,36,0.9995077784039443
qwen,96,raw,2,37,0.9995077784039443
qwen,96,raw,2,38,0.9995077784039443
qwen,96,raw,2,39,0.9995683960920894
qwen,96,raw,2,40,0.9995683960920894
qwen,96,raw,2,41,0.9995683960920894
qwen,96,raw,2,42,0.9995683960920894
qwen,96,raw,2,43,0.9995683960920894
qwen,96,raw,2,44,0.9995683960920894
qwen,96,raw,2,45,0.9995683960920895
qwen,96,raw,2,46,0.9995683960920895
qwen,96,raw,2,47,0.9995683960920895
qwen,96,raw,2,48,0.9995683960920895
qwen,96,raw,2,49,0.9995683960920895
qwen,196,raw,2,0,0.09660935884078697
qwen,196,raw,2,1,0.124463709731315
qwen,196,raw,2,2,0.12476681919863544
qwen,196,raw,2,3,0.1349398508058251
qwen,196,raw,2,4,0.1349638238040221
qwen,196,raw,2,5,0.14871092279953463
qwen,196,raw,2,6,0.14902800168875638
qwen,196,raw,2,7,0.1916625029589231
qwen,196,raw,2,8,0.19145461976214925
qwen,196,raw,2,9,0.19145461976214925
qwen,196,raw,2,10,0.19145293090794535
qwen,196,raw,2,11,0.19162786309537405
qwen,196,raw,2,12,0.19162786309537405
qwen,196,raw,2,13,0.19162786309537405
qwen,196,raw,2,14,0.21328868738769952
qwen,196,raw,2,15,0.21804325184686943
qwen,196,raw,2,16,0.21804325184686943
qwen,196,raw,2,17,0.21668330384781948
qwen,196,raw,2,18,0.21668330384781948
qwen,196,raw,2,19,0.21668330384781948
qwen,196,raw,2,20,0.22221525107977444
qwen,196,raw,2,21,0.22221525107977444
qwen,196,raw,2,22,0.2218499158204228
qwen,196,raw,2,23,0.22584036744952019
qwen,196,raw,2,24,0.22799369072480064
qwen,196,raw,2,25,0.22799369072480064
qwen,196,raw,2,26,0.22819864211251606
qwen,196,raw,2,27,0.22819864211251606
qwen,196,raw,2,28,0.2320386198972976
qwen,196,raw,2,29,0.2320386198972976
qwen,196,raw,2,30,0.23619127621477073
qwen,196,raw,2,31,0.2361763993238991
qwen,196,raw,2,32,0.23631818345873745
