sut,cell,arm,rep,gen,cum_own_hv
qwen,196,raw,2,33,0.24405117200368698
qwen,196,raw,2,34,0.25214997552581375
qwen,196,raw,2,35,0.25421581865923176
qwen,196,raw,2,36,0.2540620221188655
qwen,196,raw,2,37,0.2677054962048212
qwen,196,raw,2,38,0.2681662112631061
qwen,196,raw,2,39,0.2681662112631061
qwen,196,raw,2,40,0.2680613653504992
qwen,196,raw,2,41,0.26800309112659093
qwen,196,raw,2,42,0.26819596227045894
qwen,196,raw,2,43,0.26819596227045894
qwen,196,raw,2,44,0.26804493345297853
qwen,196,raw,2,45,0.2683313414678202
qwen,196,raw,2,46,0.26949730619519685
qwen,196,raw,2,47,0.2693395770236
qwen,196,raw,2,48,0.2693395770236
qwen,196,raw,2,49,0.2707738704621434
qwen,278,raw,2,0,0.8706190586090088
qwen,278,raw,2,1,0.8706190586090088
qwen,278,raw,2,2,0.9171152083634289
qwen,278,raw,2,3,0.9171152083634289
qwen,278,raw,2,4,0.9170340960723344
qwen,278,raw,2,5,0.9214857041054938
qwen,278,raw,2,6,0.9289775193171385
qwen,278,raw,2,7,0.9289775193171385
qwen,278,raw,2,8,0.9451005077084427
qwen,278,raw,2,9,0.9542828914553491
qwen,278,raw,2,10,0.9542828914553491
qwen,278,raw,2,11,0.9545449637950247
qwen,278,raw,2,12,0.9545449637950247
qwen,278,raw,2,13,0.9545449637950247
qwen,278,raw,2,14,0.9545449637950247
qwen,278,raw,2,15,0.9545449637950247
qwen,278,raw,2,16,0.954538214154639
qwen,278,raw,2,17,0.954538214154639
qwen,278,raw,2,18,0.9586052002691633
qwen,278,raw,2,19,0.9601441713746804
qwen,278,raw,2,20,0.9601441713746804
qwen,278,raw,2,21,0.9601441713746804
qwen,278,raw,2,22,0.9601441713746804
qwen,278,raw,2,23,0.9646457536078263
qwen,278,raw,2,24,0.9646457536078263
qwen,278,raw,2,25,0.9723691631439298
qwen,278,raw,2,26,0.9724411141924463
qwen,278,raw,2,27,0.9724411141924463
qwen,278,raw,2,28,0.9724411141924463
qwen,278,raw,2,29,0.9750527648426041
qwen,278,raw,2,30,0.9750527648426041
qwen,278,raw,2,31,0.9750527648426041
qwen,278,raw,2,32,0.9753422740592014
qwen,278,raw,2,33,0.9867984325431146
qwen,278,raw,2,34,0.9867984325431146
qwen,278,raw,2,35,0.9869143310419164
qwen,278,raw,2,36,0.9913165465192504
qwen,278,raw,2,37,0.9913165465192504
qwen,278,raw,2,38,0.9913165465192504
qwen,278,raw,2,39,0.9913165465192504
qwen,278,raw,2,40,0.992215953018988
qwen,278,raw,2,41,0.992215953018988
qwen,278,raw,2,42,0.992215953018988
qwen,278,raw,2,43,0.992215953018988
qwen,278,raw,2,44,0.9939103768555532
qwen,278,raw,2,45,0.993994582341401
qwen,278,raw,2,46,0.993994582341401
qwen,278,raw,2,47,0.993994582341401
qwen,278,raw,2,48,0.993994582341401
qwen,278,raw,2,49,0.9939945604776885
qwen,454,raw,2,0,0.23570280532279522
qwen,454,raw,2,1,0.23920499183347743
qwen,454,raw,2,2,0.2682076717840256
qwen,454,raw,2,3,0.26789771953642166
qwen,454,raw,2,4,0.3358373386495078
qwen,454,raw,2,5,0.3391319530442849
qwen,454,raw,2,6,0.3387392738132618
qwen,454,raw,2,7,0.3405008994305636
qwen,454,raw,2,8,0.34028422701955524
qwen,454,raw,2,9,0.36189233120933456
qwen,454,raw,2,10,0.3620442939123331
qwen,454,raw,2,11,0.3980250871730746
qwen,454,raw,2,12,0.3994488085411379
qwen,454,raw,2,13,0.3989529589252532
qwen,454,raw,2,14,0.40011786566083074
qwen,454,raw,2,15,0.40011786566083074
qwen,454,raw,2,16,0.4006848686096069
qwen,454,raw,2,17,0.40219648664687957
qwen,454,raw,2,18,0.4022553292133838
qwen,454,raw,2,19,0.40232851041800877
qwen,454,raw,2,20,0.40262637106835236
qwen,454,raw,2,21,0.4043972913824251
qwen,454,raw,2,22,0.40538147795390217
qwen,454,raw,2,23,0.4063539579764975
qwen,454,raw,2,24,0.412585798231408
qwen,454,raw,2,25,0.412585798231408
qwen,454,raw,2,26,0.412585798231408
qwen,454,raw,2,27,0.4421405071928775
qwen,454,raw,2,28,0.4421405071928775
qwen,454,raw,2,29,0.4700343235733837
qwen,454,raw,2,30,0.47021649096402696
qwen,454,raw,2,31,0.47007500628630317
qwen,454,raw,2,32,0.4700865011674959
qwen,454,raw,2,33,0.47074673951214624
qwen,454,raw,2,34,0.4802021994356138
qwen,454,raw,2,35,0.4804264078334194
qwen,454,raw,2,36,0.4804264078334194
qwen,454,raw,2,37,0.48063470219792764
qwen,454,raw,2,38,0.4968700179569551
qwen,454,raw,2,39,0.49683960412752926
qwen,454,raw,2,40,0.49683960412752926
qwen,454,raw,2,41,0.5090022347316536
qwen,454,raw,2,42,0.5090022347316536
qwen,454,raw,2,43,0.5090022347316536
qwen,454,raw,2,44,0.5093745203250097
qwen,454,raw,2,45,0.509286787712669
qwen,454,raw,2,46,0.5099952087162298
qwen,454,raw,2,47,0.5099952087162298
qwen,454,raw,2,48,0.5099438887102206
qwen,454,raw,2,49,0.5099438887102206
qwen,474,raw,2,0,0.9892641838906975
qwen,474,raw,2,1,0.9872303531845276
qwen,474,raw,2,2,0.9953411331355775
qwen,474,raw,2,3,0.9953256968802966
qwen,474,raw,2,4,0.9956766558012187
qwen,474,raw,2,5,0.9956754776262451
qwen,474,raw,2,6,0.9956754776262451
qwen,474,raw,2,7,0.9957732119522269
qwen,474,raw,2,8,0.9973465928784544
qwen,474,raw,2,9,0.997744337224377
qwen,474,raw,2,10,0.997744337224377
qwen,474,raw,2,11,0.997744337224377
qwen,474,raw,2,12,0.9980569173824528
qwen,474,raw,2,13,0.9979317789479869
qwen,474,raw,2,14,0.9979317789479869
qwen,474,raw,2,15,0.9979317789479869
qwen,474,raw,2,16,0.9979317789479869
qwen,474,raw,2,17,0.9979317789479869
qwen,474,raw,2,18,0.9979317789479869
qwen,474,raw,2,19,0.9979425818660425
qwen,474,raw,2,20,0.9979425818660425
qwen,474,raw,2,21,0.9979425818660425
qwen,474,raw,2,22,0.9979425818660425
qwen,474,raw,2,23,0.998048030874089
qwen,474,raw,2,24,0.9981322176712093
qwen,474,raw,2,25,0.9982637614096526
qwen,474,raw,2,26,0.9982637614096526
qwen,474,raw,2,27,0.9982637614096526
qwen,474,raw,2,28,0.9982637614096526
qwen,474,raw,2,29,0.9982637614096526
qwen,474,raw,2,30,0.9982637614096526
qwen,474,raw,2,31,0.9982637614096526
qwen,474,raw,2,32,0.9982637614096526
qwen,474,raw,2,33,0.9982637614096526
qwen,474,raw,2,34,0.9982637614096526
qwen,474,raw,2,35,0.998244176265933
qwen,474,raw,2,36,0.998244176265933
qwen,474,raw,2,37,0.998244176265933
qwen,474,raw,2,38,0.998244176265933
qwen,474,raw,2,39,0.998244176265933
qwen,474,raw,2,40,0.998244176265933
qwen,474,raw,2,41,0.998244176265933
qwen,474,raw,2,42,0.998244176265933
qwen,474,raw,2,43,0.9983342117094884
qwen,474,raw,2,44,0.9983342117094884
qwen,474,raw,2,45,0.9983342117094884
qwen,474,raw,2,46,0.9983342117094884
qwen,474,raw,2,47,0.9985618885348002
qwen,474,raw,2,48,0.9985618885348002
qwen,474,raw,2,49,0.9985618885348002
qwen,2,raw,3,0,0.47028464775856904
qwen,2,raw,3,1,0.4546345698649997
qwen,2,raw,3,2,0.45150505761439735
qwen,2,raw,3,3,0.4729042671083867
qwen,2,raw,3,4,0.47241153806313735
qwen,2,raw,3,5,0.4718542645263063
qwen,2,raw,3,6,0.5073075563319632
qwen,2,raw,3,7,0.5073075563319632
qwen,2,raw,3,8,0.5071576850169951
qwen,2,raw,3,9,0.5135013899086296
qwen,2,raw,3,10,0.517268603796268
qwen,2,raw,3,11,0.5640342407286525
qwen,2,raw,3,12,0.5640342407286525
qwen,2,raw,3,13,0.5643382225375813
qwen,2,raw,3,14,0.5594186627896162
qwen,2,raw,3,15,0.5594186627896162
qwen,2,raw,3,16,0.5625553313564431
qwen,2,raw,3,17,0.5625553313564431
qwen,2,raw,3,18,0.5948418802036358
qwen,2,raw,3,19,0.5948418802036358
qwen,2,raw,3,20,0.5948418802036358
qwen,2,raw,3,21,0.5948418802036358
qwen,2,raw,3,22,0.5949482921701115
qwen,2,raw,3,23,0.5957381990556423
qwen,2,raw,3,24,0.595773905951966
qwen,2,raw,3,25,0.5961073330818891
qwen,2,raw,3,26,0.60838096760012
qwen,2,raw,3,27,0.6124227448693803
qwen,2,raw,3,28,0.6124227448693803
qwen,2,raw,3,29,0.6132242011392974
qwen,2,raw,3,30,0.6137518741682663
qwen,2,raw,3,31,0.615029635674155
qwen,2,raw,3,32,0.6339965224064686
qwen,2,raw,3,33,0.6331115319720797
qwen,2,raw,3,34,0.6331115319720797
qwen,2,raw,3,35,0.6331115319720797
qwen,2,raw,3,36,0.6331115319720797
qwen,2,raw,3,37,0.6331115319720797
qwen,2,raw,3,38,0.6331115319720797
qwen,2,raw,3,39,0.6331115319720797
qwen,2,raw,3,40,0.6331115319720797
qwen,2,raw,3,41,0.6331115319720797
qwen,2,raw,3,42,0.6329824252686165
qwen,2,raw,3,43,0.6329824252686165
qwen,2,raw,3,44,0.6329824252686165
qwen,2,raw,3,45,0.6329332365131415
qwen,2,raw,3,46,0.6329332365131415
qwen,2,raw,3,47,0.6345827572002961
qwen,2,raw,3,48,0.6422129191637218
qwen,2,raw,3,49,0.6422129191637218
qwen,26,raw,3,0,0.2159285426318824
qwen,26,raw,3,1,0.34256867028481963
qwen,26,raw,3,2,0.397493251853877
qwen,26,raw,3,3,0.3861688311483051
qwen,26,raw,3,4,0.381915858871228
qwen,26,raw,3,5,0.38039444548052714
qwen,26,raw,3,6,0.39937303262250917
qwen,26,raw,3,7,0.39962916107507085
qwen,26,raw,3,8,0.4596652448759065
qwen,26,raw,3,9,0.4588701767293183
qwen,26,raw,3,10,0.4661004329407895
qwen,26,raw,3,11,0.4692826927066207
qwen,26,raw,3,12,0.47396959001953537
qwen,26,raw,3,13,0.473321710531418
qwen,26,raw,3,14,0.4736044977430825
qwen,26,raw,3,15,0.4782427096062595
qwen,26,raw,3,16,0.4776556441286305
qwen,26,raw,3,17,0.47817709169409295
qwen,26,raw,3,18,0.5299399326423984
qwen,26,raw,3,19,0.53255267257805
qwen,26,raw,3,20,0.53255267257805
qwen,26,raw,3,21,0.5406803296761469
qwen,26,raw,3,22,0.552371039539128
qwen,26,raw,3,23,0.5542216053506632
qwen,26,raw,3,24,0.5500772266506074
qwen,26,raw,3,25,0.5485229043362734
qwen,26,raw,3,26,0.5495238386027447
qwen,26,raw,3,27,0.5499835872166865
qwen,26,raw,3,28,0.5908696784360988
qwen,26,raw,3,29,0.5908696784360988
qwen,26,raw,3,30,0.5896477905569134
qwen,26,raw,3,31,0.5907449506156079
qwen,26,raw,3,32,0.5907449506156079
qwen,26,raw,3,33,0.5907449506156079
qwen,26,raw,3,34,0.5907449506156079
qwen,26,raw,3,35,0.5907449506156079
qwen,26,raw,3,36,0.5919416787119598
qwen,26,raw,3,37,0.5919416787119598
qwen,26,raw,3,38,0.5917854855457941
qwen,26,raw,3,39,0.5917854855457941
qwen,26,raw,3,40,0.5917854855457941
qwen,26,raw,3,41,0.5917854855457941
qwen,26,raw,3,42,0.610039867304109
qwen,26,raw,3,43,0.6104525624363273
qwen,26,raw,3,44,0.6258394590637705
qwen,26,raw,3,45,0.6258394590637705
qwen,26,raw,3,46,0.6262543831054155
qwen,26,raw,3,47,0.6259156334418076
qwen,26,raw,3,48,0.6537211658628852
qwen,26,raw,3,49,0.6537211658628852
qwen,28,raw,3,0,0.9973434607187907
qwen,28,raw,3,1,0.9974462401133042
qwen,28,raw,3,2,0.9974140797380928
qwen,28,raw,3,3,0.9991289363788055
qwen,28,raw,3,4,0.9991289363788055
qwen,28,raw,3,5,0.9991289363788055
qwen,28,raw,3,6,0.9992468936128301
qwen,28,raw,3,7,0.9992468936128301
qwen,28,raw,3,8,0.9992468936128301
qwen,28,raw,3,9,0.999414162234859
qwen,28,raw,3,10,0.9996232519278656
qwen,28,raw,3,11,0.9996232519278656
qwen,28,raw,3,12,0.9996232519278656
qwen,28,raw,3,13,0.9996232519278656
qwen,28,raw,3,14,0.9996232519278656
qwen,28,raw,3,15,0.9996232519278656
qwen,28,raw,3,16,0.9996232519278656
qwen,28,raw,3,17,0.9996232519278656
qwen,28,raw,3,18,0.9996232519278656
qwen,28,raw,3,19,0.9996232519278656
qwen,28,raw,3,20,0.9998638049976246
qwen,28,raw,3,21,0.9998638049976246
qwen,28,raw,3,22,0.9998638049976246
qwen,28,raw,3,23,0.9998638049976246
qwen,28,raw,3,24,0.9998638049976246
qwen,28,raw,3,25,0.9998638049976246
qwen,28,raw,3,26,0.9998638049976246
qwen,28,raw,3,27,0.9998638049976246
qwen,28,raw,3,28,0.9998638049976246
qwen,28,raw,3,29,0.9998638049976246
qwen,28,raw,3,30,0.9998638049976246
qwen,28,raw,3,31,0.9998638049976246
qwen,28,raw,3,32,0.9999296404756941
qwen,28,raw,3,33,0.9999296404756941
qwen,28,raw,3,34,0.9999296404756941
qwen,28,raw,3,35,0.9999296404756941
qwen,28,raw,3,36,0.9999296404756941
qwen,28,raw,3,37,0.9999296404756941
qwen,28,raw,3,38,0.9999296404756941
qwen,28,raw,3,39,0.9999296404756941
qwen,28,raw,3,40,0.9999296404756941
qwen,28,raw,3,41,0.9999296404756941
qwen,28,raw,3,42,0.9999296404756941
qwen,28,raw,3,43,0.9999296404756941
qwen,28,raw,3,44,0.9999296404756941
qwen,28,raw,3,45,0.9999296404756941
qwen,28,raw,3,46,0.9999296404756941
qwen,28,raw,3,47,0.9999296404756941
qwen,28,raw,3,48,0.9999296404756941
qwen,28,raw,3,49,0.9999296404756941
qwen,96,raw,3,0,0.8924506169219889
qwen,96,raw,3,1,0.8924506169219889
qwen,96,raw,3,2,0.9645935191781467
qwen,96,raw,3,3,0.9645935191781467
qwen,96,raw,3,4,0.9716605346978732
qwen,96,raw,3,5,0.9949164648143984
qwen,96,raw,3,6,0.9971391154215113
qwen,96,raw,3,7,0.9971391154215113
qwen,96,raw,3,8,0.9967757064520293
qwen,96,raw,3,9,0.9969947415064133
qwen,96,raw,3,10,0.9969947415064133
qwen,96,raw,3,11,0.9969560099527613
qwen,96,raw,3,12,0.9991054702967366
qwen,96,raw,3,13,0.9992772447576007
qwen,96,raw,3,14,0.9992772447576007
qwen,96,raw,3,15,0.9992772447576007
qwen,96,raw,3,16,0.9992772447576007
qwen,96,raw,3,17,0.9992772447576007
qwen,96,raw,3,18,0.9995199102658057
qwen,96,raw,3,19,0.9995199102658057
qwen,96,raw,3,20,0.9995199102658057
qwen,96,raw,3,21,0.9995199102658057
qwen,96,raw,3,22,0.9995199102658057
qwen,96,raw,3,23,0.9995199102658057
qwen,96,raw,3,24,0.9995199102658057
qwen,96,raw,3,25,0.9995199102658057
qwen,96,raw,3,26,0.9995199102658057
qwen,96,raw,3,27,0.9995199102658057
qwen,96,raw,3,28,0.9995199102658057
qwen,96,raw,3,29,0.9995199102658057
qwen,96,raw,3,30,0.9995199102658057
qwen,96,raw,3,31,0.9995199102658057
qwen,96,raw,3,32,0.9995648421160631
qwen,96,raw,3,33,0.9995648421160631
qwen,96,raw,3,34,0.9995648421160631
qwen,96,raw,3,35,0.9995648421160631
qwen,96,raw,3,36,0.9995648421160631
qwen,96,raw,3,37,0.9995648421160631
qwen,96,raw,3,38,0.999564818399854
qwen,96,raw,3,39,0.999564818399854
qwen,96,raw,3,40,0.999564818399854
qwen,96,raw,3,41,0.999564818399854
qwen,96,raw,3,42,0.999564818399854
qwen,96,raw,3,43,0.999564818399854
qwen,96,raw,3,44,0.9997393417421224
qwen,96,raw,3,45,0.9997393417421224
qwen,96,raw,3,46,0.9997393417421224
qwen,96,raw,3,47,0.9997393417421224
qwen,96,raw,3,48,0.9997393417421224
qwen,96,raw,3,49,0.9997393417421224
qwen,196,raw,3,0,0.11951465159654619
qwen,196,raw,3,1,0.11951465159654619
qwen,196,raw,3,2,0.11951465159654619
qwen,196,raw,3,3,0.139706407150662
qwen,196,raw,3,4,0.14642659334784688
qwen,196,raw,3,5,0.14642659334784688
qwen,196,raw,3,6,0.16313719415517
qwen,196,raw,3,7,0.17621765689023802
qwen,196,raw,3,8,0.22531929825832533
qwen,196,raw,3,9,0.22531929825832533
qwen,196,raw,3,10,0.22531929825832533
qwen,196,raw,3,11,0.3195368377184188
qwen,196,raw,3,12,0.3195368377184188
qwen,196,raw,3,13,0.31953683771841884
qwen,196,raw,3,14,0.31996509926141925
qwen,196,raw,3,15,0.33589141368418485
qwen,196,raw,3,16,0.33589141368418485
qwen,196,raw,3,17,0.33639104241454926
qwen,196,raw,3,18,0.33641339625950695
qwen,196,raw,3,19,0.3365555807903365
qwen,196,raw,3,20,0.3459292118166302
qwen,196,raw,3,21,0.3459722101240903
qwen,196,raw,3,22,0.3459722101240903
qwen,196,raw,3,23,0.3462700181537204
qwen,196,raw,3,24,0.3462700181537204
qwen,196,raw,3,25,0.3462700181537204
qwen,196,raw,3,26,0.3462700181537204
qwen,196,raw,3,27,0.3462700181537204
qwen,196,raw,3,28,0.3462700181537204
qwen,196,raw,3,29,0.3481284552687281
qwen,196,raw,3,30,0.34816426651792837
qwen,196,raw,3,31,0.34816426651792837
qwen,196,raw,3,32,0.34816977229562246
qwen,196,raw,3,33,0.34816977229562246
qwen,196,raw,3,34,0.34816977229562246
qwen,196,raw,3,35,0.3513637528763161
qwen,196,raw,3,36,0.35945043066242444
qwen,196,raw,3,37,0.36279388497004633
qwen,196,raw,3,38,0.36279388497004633
qwen,196,raw,3,39,0.36279388497004633
qwen,196,raw,3,40,0.36279388497004633
qwen,196,raw,3,41,0.36279388497004633
qwen,196,raw,3,42,0.3627938849700464
qwen,196,raw,3,43,0.3627938849700464
qwen,196,raw,3,44,0.3627938849700464
qwen,196,raw,3,45,0.3627938849700464
qwen,196,raw,3,46,0.3627938849700464
qwen,196,raw,3,47,0.3627568351345377
qwen,196,raw,3,48,0.3627568351345377
qwen,196,raw,3,49,0.3627568351345377
qwen,278,raw,3,0,0.899127521542656
qwen,278,raw,3,1,0.9159359182332801
qwen,278,raw,3,2,0.9455974657289152
qwen,278,raw,3,3,0.9449907431956462
qwen,278,raw,3,4,0.9452403264968849
qwen,278,raw,3,5,0.9452403264968849
qwen,278,raw,3,6,0.9452403264968849
qwen,278,raw,3,7,0.9450852784180398
qwen,278,raw,3,8,0.9450852784180398
qwen,278,raw,3,9,0.9450852784180398
qwen,278,raw,3,10,0.9450852784180398
qwen,278,raw,3,11,0.947701111978145
qwen,278,raw,3,12,0.947701111978145
qwen,278,raw,3,13,0.947701111978145
qwen,278,raw,3,14,0.947701111978145
qwen,278,raw,3,15,0.947801963037105
qwen,278,raw,3,16,0.9481465059943942
qwen,278,raw,3,17,0.9481465059943942
qwen,278,raw,3,18,0.9490957017201697
qwen,278,raw,3,19,0.9492827607034074
qwen,278,raw,3,20,0.9492827607034074
qwen,278,raw,3,21,0.9492827607034074
qwen,278,raw,3,22,0.9492827607034074
qwen,278,raw,3,23,0.9492827607034074
qwen,278,raw,3,24,0.9492827607034074
qwen,278,raw,3,25,0.9493269490015732
qwen,278,raw,3,26,0.9493269490015732
qwen,278,raw,3,27,0.9493269490015732
qwen,278,raw,3,28,0.9493207896814249
qwen,278,raw,3,29,0.9515369396542878
qwen,278,raw,3,30,0.9519088629204807
qwen,278,raw,3,31,0.9519088629204807
qwen,278,raw,3,32,0.9519088629204807
qwen,278,raw,3,33,0.9559327872385972
qwen,278,raw,3,34,0.9559327872385972
qwen,278,raw,3,35,0.9559327872385972
qwen,278,raw,3,36,0.9559327872385972
qwen,278,raw,3,37,0.9561407479309794
qwen,278,raw,3,38,0.9561407479309794
qwen,278,raw,3,39,0.9561391938721769
qwen,278,raw,3,40,0.9561391938721769
qwen,278,raw,3,41,0.9561391938721769
qwen,278,raw,3,42,0.9561391938721769
qwen,278,raw,3,43,0.9561391938721769
qwen,278,raw,3,44,0.9561391938721769
qwen,278,raw,3,45,0.9561391938721769
qwen,278,raw,3,46,0.9561391938721769
qwen,278,raw,3,47,0.9561391938721769
qwen,278,raw,3,48,0.9561391938721769
qwen,278,raw,3,49,0.9561572383758457
qwen,454,raw,3,0,0.20811692022626307
qwen,454,raw,3,1,0.23055192619663867
qwen,454,raw,3,2,0.25964429791470034
qwen,454,raw,3,3,0.25973006108176044
qwen,454,raw,3,4,0.295751214925882
qwen,454,raw,3,5,0.29524452770732773
qwen,454,raw,3,6,0.29524452770732773
qwen,454,raw,3,7,0.29522024430715993
qwen,454,raw,3,8,0.29504260980228514
qwen,454,raw,3,9,0.2954603883864801
qwen,454,raw,3,10,0.35381160362859904
qwen,454,raw,3,11,0.35435103156325215
qwen,454,raw,3,12,0.35435103156325215
qwen,454,raw,3,13,0.3595936651658415
qwen,454,raw,3,14,0.3601161838679726
qwen,454,raw,3,15,0.3601161838679726
qwen,454,raw,3,16,0.36005279000539153
qwen,454,raw,3,17,0.3608816402611472
qwen,454,raw,3,18,0.36085068544667465
qwen,454,raw,3,19,0.36091856611839607
qwen,454,raw,3,20,0.3610597894578935
qwen,454,raw,3,21,0.3613823793735249
qwen,454,raw,3,22,0.3614189516206243
qwen,454,raw,3,23,0.3614189516206243
qwen,454,raw,3,24,0.3622047144313586
qwen,454,raw,3,25,0.3640691717584386
qwen,454,raw,3,26,0.3953535663169534
qwen,454,raw,3,27,0.3953535663169534
qwen,454,raw,3,28,0.3953535663169534
qwen,454,raw,3,29,0.3953535663169534
qwen,454,raw,3,30,0.39781257268613524
qwen,454,raw,3,31,0.39781257268613524
qwen,454,raw,3,32,0.39781257268613524
qwen,454,raw,3,33,0.39781257268613524
qwen,454,raw,3,34,0.397838548105528
qwen,454,raw,3,35,0.39795805446896815
qwen,454,raw,3,36,0.39795805446896815
qwen,454,raw,3,37,0.39795805446896815
qwen,454,raw,3,38,0.39806862874751214
qwen,454,raw,3,39,0.39806862874751214
qwen,454,raw,3,40,0.40063018670498446
qwen,454,raw,3,41,0.40063018670498446
qwen,454,raw,3,42,0.40063018670498446
qwen,454,raw,3,43,0.40063018670498446
qwen,454,raw,3,44,0.40063018670498446
qwen,454,raw,3,45,0.40063018670498446
qwen,454,raw,3,46,0.40063018670498446
qwen,454,raw,3,47,0.40063018670498446
qwen,454,raw,3,48,0.4006301867049844
qwen,454,raw,3,49,0.4006301867049844
qwen,474,raw,3,0,0.9762591959842913
qwen,474,raw,3,1,0.9957128188681954
qwen,474,raw,3,2,0.9954412382380005
qwen,474,raw,3,3,0.9958344297875588
qwen,474,raw,3,4,0.9985304916101647
qwen,474,raw,3,5,0.9981502255041309
qwen,474,raw,3,6,0.9979918396717046
qwen,474,raw,3,7,0.999199337299502
qwen,474,raw,3,8,0.9989313294557988
qwen,474,raw,3,9,0.9989313294557988
qwen,474,raw,3,10,0.9989313294557988
qwen,474,raw,3,11,0.9989927936434339
qwen,474,raw,3,12,0.9989927936434339
qwen,474,raw,3,13,0.9990406014508355
qwen,474,raw,3,14,0.9990406014508355
qwen,474,raw,3,15,0.999025757893903
qwen,474,raw,3,16,0.999025757893903
qwen,474,raw,3,17,0.999025757893903
qwen,474,raw,3,18,0.9990858227794353
qwen,474,raw,3,19,0.9990780935691621
qwen,474,raw,3,20,0.9990854166846498
qwen,474,raw,3,21,0.9990854166846498
qwen,474,raw,3,22,0.9990854166846498
qwen,474,raw,3,23,0.9990854166846498
qwen,474,raw,3,24,0.9990854166846498
qwen,474,raw,3,25,0.9990998855256925
qwen,474,raw,3,26,0.9990933346260122
qwen,474,raw,3,27,0.9990933346260122
qwen,474,raw,3,28,0.9990933346260122
qwen,474,raw,3,29,0.9990933346260122
qwen,474,raw,3,30,0.9990933346260122
qwen,474,raw,3,31,0.999093709341902
qwen,474,raw,3,32,0.999093709341902
qwen,474,raw,3,33,0.999093709341902
qwen,474,raw,3,34,0.999093709341902
qwen,474,raw,3,35,0.999093709341902
qwen,474,raw,3,36,0.999093709341902
qwen,474,raw,3,37,0.999093709341902
qwen,474,raw,3,38,0.999093709341902
qwen,474,raw,3,39,0.999093709341902
qwen,474,raw,3,40,0.999093709341902
qwen,474,raw,3,41,0.999093709341902
qwen,474,raw,3,42,0.9991556266672376
qwen,474,raw,3,43,0.9991571287856573
qwen,474,raw,3,44,0.9991571287856573
qwen,474,raw,3,45,0.9991571287856573
qwen,474,raw,3,46,0.9991571287856573
qwen,474,raw,3,47,0.9991895297925761
qwen,474,raw,3,48,0.9991895297925761
qwen,474,raw,3,49,0.9991911622410612
qwen,2,pmi,1,0,0.7073494933388971
qwen,2,pmi,1,1,0.7566759909416463
qwen,2,pmi,1,2,0.773402529256838
qwen,2,pmi,1,3,0.7758397314999554
qwen,2,pmi,1,4,0.7805990313624477
qwen,2,pmi,1,5,0.7804303783196229
qwen,2,pmi,1,6,0.7895807904882117
qwen,2,pmi,1,7,0.7874895910601001
qwen,2,pmi,1,8,0.8021663029093642
qwen,2,pmi,1,9,0.841459579832919
qwen,2,pmi,1,10,0.855534338109844
qwen,2,pmi,1,11,0.8555104229543302
qwen,2,pmi,1,12,0.8555104229543302
qwen,2,pmi,1,13,0.8589174582793547
qwen,2,pmi,1,14,0.8629538436551709
qwen,2,pmi,1,15,0.9283893724103589
qwen,2,pmi,1,16,0.9283893724103589
qwen,2,pmi,1,17,0.9283893724103589
qwen,2,pmi,1,18,0.939023097445657
qwen,2,pmi,1,19,0.9623425375591885
qwen,2,pmi,1,20,0.9618810200476431
qwen,2,pmi,1,21,0.9624996630100158
qwen,2,pmi,1,22,0.9634407921596332
qwen,2,pmi,1,23,0.9634407921596332
qwen,2,pmi,1,24,0.9634407921596332
qwen,2,pmi,1,25,0.9633809412205899
qwen,2,pmi,1,26,0.9633809412205899
qwen,2,pmi,1,27,0.9633809412205899
qwen,2,pmi,1,28,0.96536313431399
qwen,2,pmi,1,29,0.9652772159189791
qwen,2,pmi,1,30,0.973251353692006
qwen,2,pmi,1,31,0.973251353692006
qwen,2,pmi,1,32,0.9729985041661305
qwen,2,pmi,1,33,0.987333224342392
qwen,2,pmi,1,34,0.987333224342392
qwen,2,pmi,1,35,0.987333224342392
qwen,2,pmi,1,36,0.987333224342392
qwen,2,pmi,1,37,0.987333224342392
qwen,2,pmi,1,38,0.9879944778240479
qwen,2,pmi,1,39,0.9879944778240479
qwen,2,pmi,1,40,0.9879944778240479
qwen,2,pmi,1,41,0.9879944778240479
qwen,2,pmi,1,42,0.9879303725811096
qwen,2,pmi,1,43,0.9879303725811096
qwen,2,pmi,1,44,0.987917616471156
qwen,2,pmi,1,45,0.9877087852439365
qwen,2,pmi,1,46,0.9877087852439365
qwen,2,pmi,1,47,0.9877087852439365
qwen,2,pmi,1,48,0.9876991532765351
qwen,2,pmi,1,49,0.9876991532765351
qwen,26,pmi,1,0,0.7735714711942472
qwen,26,pmi,1,1,0.7796564069954125
qwen,26,pmi,1,2,0.8088526107348479
qwen,26,pmi,1,3,0.8665509011831369
qwen,26,pmi,1,4,0.8665509011831369
qwen,26,pmi,1,5,0.8717997620055626
qwen,26,pmi,1,6,0.8831287007163595
qwen,26,pmi,1,7,0.8833909656729426
qwen,26,pmi,1,8,0.8832510598786958
qwen,26,pmi,1,9,0.8920962601542114
qwen,26,pmi,1,10,0.8934031953145791
qwen,26,pmi,1,11,0.8929719913292218
qwen,26,pmi,1,12,0.9190811258447062
qwen,26,pmi,1,13,0.9190811258447062
qwen,26,pmi,1,14,0.9190811258447062
qwen,26,pmi,1,15,0.9237844367195536
qwen,26,pmi,1,16,0.923776537582681
qwen,26,pmi,1,17,0.9240927097944167
qwen,26,pmi,1,18,0.9244638037932169
