sut,cell,arm,rep,d0,hv_raw,hv_pmi,hv_own,hv_cross,final_own_hv,gen0_own_hv,gen_to_90,frac_final_at_gen0,n_pareto_final,n_active_min,n_active_max,n_active_span,pareto_min_matdist,pareto_min_textdist,image_dim
qwen,278,pmi,2,-0.0527796745300293,0.99649341970552,0.9965265963275359,0.9965265963275359,0.99649341970552,0.9965265963275359,0.8257552463414888,4,0.8286334247220448,62,0,118,118,2.416285133222118e-05,0.0320165753364563,229
qwen,454,pmi,2,4.453447341918945,0.48748354789238335,0.9986425004772359,0.9986425004772359,0.48748354789238335,0.9986425004772359,0.9761243167421245,0,0.9774512062881859,70,0,149,149,1.3950421816844027e-05,0.051928579807281494,293
qwen,474,pmi,2,0.057259589433670044,0.999067744839856,0.9993554278445326,0.9993554278445326,0.999067744839856,0.9993554278445326,0.9895479621893309,0,0.9901862086481534,56,0,149,149,1.3950421816844027e-05,0.016492843627929688,293
qwen,2,pmi,3,1.9718880653381348,0.6418679986630116,0.9638899688248161,0.9638899688248161,0.6418679986630116,0.9638899688248161,0.7744058796593377,8,0.8034173035367312,80,0,118,118,1.3950421816844027e-05,0.03744494915008545,222
qwen,26,pmi,3,3.4538527727127075,0.4595438748061119,0.9845987642044061,0.9845987642044061,0.4595438748061119,0.9845987642044061,0.7770776355320269,3,0.7892327959196005,113,0,118,118,1.3950421816844027e-05,0.06702107191085815,222
qwen,28,pmi,3,-1.8430805206298828,0.999890871010385,0.9953598586490024,0.9953598586490024,0.999890871010385,0.9953598586490024,0.879577199483777,1,0.8836775884026741,103,0,118,118,1.3950421816844027e-05,0.04201531410217285,222
qwen,96,pmi,3,-4.1983330845832825,0.9911557723018334,0.9161046655046139,0.9161046655046139,0.9911557723018334,0.9161046655046139,0.6809822597365449,5,0.7433454771911269,194,0,146,146,2.490969745849725e-05,0.05144840478897095,253
qwen,196,pmi,3,2.775361180305481,0.27825210733456657,0.7408123040521466,0.7408123040521466,0.27825210733456657,0.7408123040521466,0.5574657122294109,10,0.7525060115499516,145,0,118,118,4.031010394101031e-05,0.04909795522689819,222
qwen,278,pmi,3,-0.0527796745300293,0.9777042189019217,0.96890760648025,0.96890760648025,0.9777042189019217,0.96890760648025,0.8448108037312827,2,0.8719209118403213,75,0,122,122,2.416285133222118e-05,0.09395802021026611,229
qwen,454,pmi,3,4.453447341918945,0.3600593560689952,0.9997402369060615,0.9997402369060615,0.3600593560689952,0.9997402369060615,0.9483362337801101,0,0.9485826405416735,61,0,175,175,1.3950421816844027e-05,0.011650919914245605,293
qwen,474,pmi,3,0.057259589433670044,0.9995031617030891,0.9997231445452187,0.9997231445452187,0.9995031617030891,0.9997231445452187,0.9892383712652194,0,0.9895123231494566,118,0,175,175,1.3950421816844027e-05,0.11298036575317383,293
llava,2,raw,1,-1.1898174285888672,0.999866364149002,0.9865023461548058,0.999866364149002,0.9865023461548058,0.999866364149002,0.9942582845687866,0,0.994391170879132,62,0,121,121,2.782623232633341e-05,0.22743237018585205,222
llava,26,raw,1,-1.0256848335266113,0.9976376776133213,0.9290850742890671,0.9976376776133213,0.9290850742890671,0.9976376776133213,0.8407738650883282,1,0.8427647471171466,69,0,120,120,2.782623232633341e-05,0.2648962736129761,222
llava,28,raw,1,4.609247207641602,0.8989973118131583,0.9992564648568808,0.8989973118131583,0.9992564648568808,0.8989973118131583,0.36460564037164056,20,0.4055692220439229,123,0,120,120,2.782623232633341e-05,0.25807809829711914,222
