seed,a_word,t_word,d0_gray,d0_black,d0_white,d0_noise,d0_null_mean,d0_null_std,d0_null_range,raw_floor,pmi_floor
2,sparrow,flightless bird,1.9891505241394043,2.232210159301758,2.198424816131592,2.418414950370789,2.2095501124858856,0.17591451426630852,0.4292644262313847,2.8478509187698364,0.8587003946304321
26,sparrow,constrictor,3.537253975868225,3.3402878046035767,3.623223662376404,3.840469241142273,3.5853086709976196,0.20727513262992928,0.5001814365386963,3.4078325033187866,0.0141417980194091
28,sparrow,snake,-1.8511478900909424,-1.6919382810592651,-1.8697116672992704,-2.1540337577462196,-1.8917078990489244,0.19222530613047437,0.4620954766869545,1.0132789611816406e-05,0.786457747220993
96,flightless bird,lizard,-4.25820928812027,-3.9587782621383663,-4.013558804988861,-4.780624553561211,-4.252792727202177,0.37519468335519635,0.8218462914228444,0.0001239776611328,0.9767654538154602
196,iguana,constrictor,2.7845526933670044,2.921236753463745,2.983860969543457,2.8931437730789185,2.8956985473632812,0.08323609070531655,0.19930827617645264,4.205987632274628,1.4214349389076233
278,constrictor,lizard,-0.0797491073608398,0.0505447387695312,-0.0689039230346679,-0.5388579368591309,-0.15924155712127686,0.2598710086498953,0.5894026756286621,0.0003638267517089,0.0001039505004882
454,marimba,constrictor,4.411278992891312,4.4753492176532745,4.495982974767685,3.8380938172340393,4.305176250636578,0.31346974132767663,0.6578891575336456,2.041590929031372,0.0003227293491363
474,marimba,string instrument,-0.0058236718177795,0.1608010530471801,-0.1246204674243927,-0.3010182678699493,-0.06766533851623535,0.1946952834225447,0.4618193209171294,0.0017416179180145,0.000787079334259
