seed,anchor,target,a_word,t_word,d0_gray,d0_black,d0_white,d0_noise,d0_null_mean,d0_null_std,d0_null_range,d0_null_cv,raw_floor,pmi_floor,gap_med,explained_frac
474,marimba,cello,marimba,string instrument,-0.0058236718177795,0.1608010530471801,-0.1246204674243927,-0.3010182678699493,-0.06766533851623535,0.1946952834225447,0.4618193209171294,2.8773266740671115,0.0017416179180145,0.000787079334259,0.4163234680891037,0.5480757713170998
29,junco,boa constrictor,sparrow,snake,-1.8511478900909424,-1.6919382810592651,-1.8697116672992704,-2.1540337577462196,-1.8917078990489244,0.19222530613047437,0.4620954766869545,0.10161468703869007,0.0002932548522949,0.4277514815330505,0.256755530834198,-1457.6339430894309
28,junco,boa constrictor,sparrow,snake,-1.8511478900909424,-1.6919382810592651,-1.8697116672992704,-2.1540337577462196,-1.8917078990489244,0.19222530613047437,0.4620954766869545,0.10161468703869007,1.0132789611816406e-05,0.786457747220993,0.3344076573848724,-77614.12647058823
2,junco,ostrich,sparrow,flightless bird,1.9891505241394043,2.232210159301758,2.198424816131592,2.418414950370789,2.2095501124858856,0.17591451426630852,0.4292644262313847,0.07961553497802021,2.8478509187698364,0.8587003946304321,4.505828343331814,0.6984742463269958
30,junco,boa constrictor,sparrow,reptile,3.0937113761901855,2.9366716146469116,3.188204288482666,3.3431389331817627,3.1404315531253815,0.17036568867629534,0.4064673185348511,0.05424913289600154,3.0088945627212524,0.0025281906127929,4.29590368270874,0.9991597609819513
198,green iguana,boa constrictor,iguana,snake,-1.5837811566889286,-1.3578657805919647,-1.533698108047247,-1.6931769959628582,-1.5421305103227496,0.13973118620866654,0.3353112153708935,0.09060918338190616,0.7740244269371033,2.357805583626032,2.961436351761222,-2.0461643089948964
354,cello,ostrich,musical instrument,bird,-4.463523417711258,-4.504298657178879,-4.686268478631973,-4.662822559475899,-4.579228278249502,0.11172536449950118,0.22274506092071533,0.0243982954573757,0.0010113716125488,1.217737466096878,-0.1328564882278442,-1203.045526874116
196,green iguana,boa constrictor,iguana,constrictor,2.7845526933670044,2.921236753463745,2.983860969543457,2.8931437730789185,2.8956985473632812,0.08323609070531655,0.19930827617645264,0.028744736147037247,4.205987632274628,1.4214349389076233,5.556245919317007,0.6620449075978616
202,green iguana,boa constrictor,lizard,snake,-1.1835483461618423,-1.232878565788269,-1.1525823920965197,-1.3338439613580704,-1.2257133163511753,0.07930866699697339,0.18126156926155068,0.06470409184512026,0.0067806243896484,0.4025070518255234,2.273664601147175,-58.36135504571027
203,green iguana,boa constrictor,lizard,snake,-1.1835483461618423,-1.232878565788269,-1.1525823920965197,-1.3338439613580704,-1.2257133163511753,0.07930866699697339,0.18126156926155068,0.06470409184512026,0.0050334632396698,0.0117525607347488,2.18508604541421,-1.3348855797980994
302,boa constrictor,marimba,constrictor,marimba,-0.694127082824707,-0.7376832962036133,-0.8446731567382812,-0.8238954544067383,-0.775094747543335,0.07112909258945953,0.15054607391357422,0.09176825519061171,8.678436279296875e-05,0.073981761932373,0.2878303527832031,-851.478021978022
6,junco,ostrich,songbird,flightless bird,3.5442135334014893,3.6582561135292058,3.662375509738922,3.542669355869293,3.6018786281347275,0.06750134471754919,0.1197061538696289,0.018740593919597315,2.6286834478378296,0.0005858540534973,4.086862847208977,0.9997771302383408
462,marimba,boa constrictor,percussion instrument,snake,-5.071595549583435,-5.119479387998581,-5.072762608528137,-5.214749068021774,-5.119646653532982,0.06720991862848699,0.14315351843833923,0.013127843223732357,0.0002179145812988,0.0190188586711883,-1.6459174156188965,-86.27666849015317
478,marimba,cello,percussion instrument,string instrument,-2.8776164054870605,-2.856259822845459,-2.9681637287139893,-2.8416807651519775,-2.8859301805496216,0.056773867782101,0.12648296356201172,0.019672640788311966,0.0044517517089843,0.0015156269073486,-1.784639596939087,0.6595437017994858
212,green iguana,cello,lizard,string instrument,-0.3968055844306946,-0.3858905285596847,-0.4724798798561096,-0.4176353216171264,-0.41820282861590385,0.038506480619804745,0.08658935129642492,0.09207608840726139,0.0028867721557617,0.3251622319221496,1.663541929796338,-111.638689296333
