cell_id,n,seed_idx,probe_min,probe_max,probe_range,dexE50_min,dexE50_max,dexE50_range,crossed_agree
"boa constrictor->junco(0,1)",2,"242,243",0.9811669588088988,1.6994744539260864,0.7183074951171876,3.520940268342442,4.4102828366912865,0.8893425683488445,True
"cello->marimba(0,0)",2,"392,393",2.169287085533142,2.5166549682617188,0.34736788272857666,0.7114930166182655,0.990723135288427,0.27923011867016156,True
"green iguana->boa constrictor(1,1)",2,"202,203",2.813985586166382,3.081664443016052,0.26767885684966997,2.6180521811054303,2.7869184461752217,0.1688662650697914,True
"green iguana->cello(0,0)",2,"204,205",3.8137787580490112,4.966334342956543,1.1525555849075317,3.2412371059627954,3.2788709724373426,0.03763386647454725,True
"junco->boa constrictor(0,1)",2,"28,29",0.7726412713527679,2.808931469917298,2.03629019856453,3.9812959369266134,4.882248877229716,0.9009529403031027,True
"junco->ostrich(0,0)",2,"0,1",5.231909275054932,6.031275749206543,0.7993664741516113,0.344307565436693,1.0698934867541376,0.7255859213174447,True
